id,age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out,length_of_stay
2057,25,F,African-American,25 - 45,High,Male,15,-1.0,9,1,1,2013-03-13 05:33:27,2013-03-15 05:42:00,2
2058,20,F,African-American,Less than 25,Medium,Male,0,-1.0,7,1,1,2014-10-23 02:06:58,2014-10-24 08:29:47,1
2061,33,F,African-American,25 - 45,Low,Male,1,-1.0,2,1,1,2013-09-14 06:09:53,2013-09-17 11:30:40,3
2062,59,F,African-American,Greater than 45,Low,Male,1,-1.0,4,0,0,2013-03-16 07:33:09,2013-03-17 01:48:47,0
2064,53,F,African-American,Greater than 45,Medium,Male,8,-1.0,6,1,1,2013-11-21 01:12:33,2013-11-26 08:55:26,5
2065,34,M,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,0,2013-02-16 05:53:02,2013-02-17 07:51:42,1
2066,36,F,Caucasian,25 - 45,Low,Male,6,-25.0,4,0,0,2013-03-25 01:15:03,2013-03-25 08:01:36,0
2069,23,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,2013-01-29 05:36:47,2013-01-30 07:49:51,1
2070,32,M,African-American,25 - 45,High,Male,2,0.0,8,0,0,2013-01-21 02:06:58,2013-05-10 08:38:41,109
2071,32,M,African-American,25 - 45,High,Male,11,-1.0,9,1,1,2013-03-22 09:35:38,2013-03-24 03:51:56,1
2075,24,M,Caucasian,Less than 25,Medium,Female,0,-1.0,6,0,0,2013-05-19 07:00:07,2013-06-12 01:57:48,23
2076,30,F,African-American,25 - 45,High,Male,7,-1.0,10,1,1,2013-03-20 08:08:14,2014-11-13 06:57:27,602
2077,28,M,African-American,25 - 45,Medium,Male,1,-1.0,7,0,0,2013-03-14 08:59:25,2013-03-16 05:45:01,1
2078,43,F,Caucasian,25 - 45,Medium,Male,4,0.0,5,1,1,2014-06-29 03:34:28,2014-07-01 05:12:10,2
2079,35,M,African-American,25 - 45,Low,Male,3,-1.0,2,0,0,2013-12-27 03:35:30,2014-01-07 10:11:46,11
2083,19,F,African-American,Less than 25,High,Male,2,-21.0,8,1,1,2013-10-25 10:26:50,2013-11-09 04:10:13,14
2087,22,M,African-American,Less than 25,Medium,Male,1,-1.0,6,1,1,2013-12-12 03:05:58,2013-12-16 05:21:20,4
2089,29,F,African-American,25 - 45,Low,Male,0,0.0,1,0,0,2013-01-20 01:46:36,2013-01-20 12:12:09,0
2090,23,M,African-American,Less than 25,Low,Female,0,-1.0,4,0,0,2014-02-14 02:04:23,2014-02-16 03:42:24,2
2093,33,M,Caucasian,25 - 45,Low,Female,0,-2.0,2,0,0,2013-07-27 02:32:45,2013-07-28 02:02:00,0
2094,35,M,African-American,25 - 45,Low,Male,1,0.0,4,0,0,2013-01-31 12:15:06,2013-01-31 08:06:24,-1
2095,53,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,1,0,2013-05-05 06:01:13,2013-05-05 07:11:34,0
2096,59,F,Caucasian,Greater than 45,Medium,Male,17,-25.0,6,1,1,2014-09-29 01:44:50,2014-10-22 07:29:46,23
2098,48,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,2013-04-10 12:13:15,2013-04-11 01:05:57,0
2099,33,F,African-American,25 - 45,Low,Female,1,-10.0,2,0,0,2013-01-25 11:03:35,2013-01-26 08:47:49,0
2100,44,M,Caucasian,25 - 45,Low,Male,0,0.0,1,0,0,2013-04-29 02:46:23,2013-04-30 03:52:16,1
2101,31,F,Caucasian,25 - 45,Low,Male,10,-18.0,2,1,1,2014-12-05 07:58:45,2014-12-07 03:33:44,1
2103,28,F,African-American,25 - 45,Low,Male,2,-1.0,4,1,1,2013-09-16 05:15:12,2013-09-17 07:18:49,1
2107,23,F,African-American,Less than 25,Medium,Male,0,0.0,7,1,1,2013-03-14 02:20:18,2013-03-19 05:29:32,5
2109,26,F,Caucasian,25 - 45,Medium,Male,0,0.0,5,0,0,2013-01-02 07:21:57,2013-01-02 07:31:59,0
2110,22,F,African-American,Less than 25,High,Male,3,0.0,9,0,0,2013-09-29 03:40:47,2013-09-29 06:47:56,0
2111,29,M,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,2013-03-26 07:25:39,2013-03-27 11:45:55,1
2113,20,F,African-American,Less than 25,High,Male,2,-1.0,9,1,1,2014-04-03 06:52:47,2014-04-05 08:08:56,2
2115,44,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2013-11-12 09:19:23,2013-11-13 08:07:52,0
2116,41,F,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,2013-08-21 10:34:23,2013-09-05 09:41:59,14
2121,28,F,African-American,25 - 45,Low,Female,4,0.0,4,0,0,2013-11-08 03:39:55,2013-11-08 09:33:05,0
2123,27,M,Caucasian,25 - 45,Medium,Male,1,-1.0,6,1,1,2013-03-24 10:31:26,2013-04-15 05:08:58,21
2125,31,M,Caucasian,25 - 45,Low,Male,7,-1.0,3,0,0,2014-03-09 04:46:09,2014-03-10 09:42:05,1
2128,26,F,African-American,25 - 45,Low,Male,3,-21.0,3,1,1,2014-09-01 10:08:32,2014-09-02 08:20:37,0
2129,20,F,African-American,Less than 25,Low,Male,0,-1.0,4,1,0,2013-11-14 06:08:57,2013-11-15 08:54:29,1
2130,55,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,1,1,2013-01-21 08:21:38,2013-01-22 02:00:29,0
2131,36,F,African-American,25 - 45,High,Male,0,0.0,8,0,0,2013-02-27 01:25:04,2013-02-28 04:12:46,1
2134,23,M,African-American,Less than 25,High,Male,1,-1.0,9,0,0,2013-08-13 04:31:54,2013-08-18 04:39:19,5
2138,34,F,African-American,25 - 45,High,Male,19,-1.0,10,1,1,2014-01-21 08:57:17,2014-01-26 02:45:26,4
2140,59,F,Caucasian,Greater than 45,Low,Female,1,-21.0,1,0,0,2013-02-08 08:25:17,2013-02-13 09:36:45,5
2141,37,F,Caucasian,25 - 45,Low,Male,0,-4.0,2,1,1,2013-04-22 02:29:12,2013-04-23 03:38:43,1
2143,28,F,Caucasian,25 - 45,Low,Female,0,-1.0,4,1,1,2013-08-23 04:46:57,2013-08-24 02:25:28,0
2147,31,F,African-American,25 - 45,Low,Male,0,-1.0,2,0,0,2013-10-02 06:36:42,2013-10-03 08:18:14,1
2148,38,F,African-American,25 - 45,High,Female,14,-1.0,10,1,1,2014-07-12 06:46:27,2014-07-17 05:29:07,4
2149,33,F,African-American,25 - 45,Low,Male,0,-4.0,1,1,1,2014-02-07 09:21:52,2014-02-11 04:08:38,3
2150,27,F,African-American,25 - 45,High,Male,3,-1.0,8,1,1,2014-08-28 12:41:52,2014-08-29 01:55:31,0
2151,25,M,Caucasian,25 - 45,Low,Male,2,0.0,4,1,1,2013-02-19 03:48:40,2013-02-20 04:22:16,1
2152,42,F,African-American,25 - 45,Low,Female,2,-1.0,2,0,0,2013-11-25 05:04:34,2013-11-26 09:36:13,1
2153,22,F,African-American,Less than 25,High,Male,3,-1.0,8,1,1,2014-02-05 03:18:50,2014-03-03 08:00:17,26
2156,45,F,Caucasian,Greater than 45,Medium,Male,1,0.0,5,1,1,2013-04-11 12:51:25,2013-05-09 04:33:49,27
2157,21,M,African-American,Less than 25,Low,Female,1,-11.0,3,1,1,2014-12-05 04:26:22,2014-12-07 03:33:54,1
2159,52,M,Caucasian,Greater than 45,Low,Male,2,-1.0,1,0,0,2013-05-08 02:05:44,2013-05-09 09:08:14,1
2161,29,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,2013-05-22 08:43:56,2013-05-23 08:01:27,0
2162,37,M,African-American,25 - 45,Low,Female,0,0.0,4,0,0,2013-01-24 01:57:20,2013-01-29 05:24:05,5
2163,34,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,2013-04-13 09:32:38,2013-04-14 07:21:18,0
2165,53,M,African-American,Greater than 45,Low,Male,0,0.0,1,1,1,2013-01-24 03:10:35,2013-01-25 12:12:01,1
2166,30,F,African-American,25 - 45,High,Female,8,-1.0,8,1,1,2013-05-02 01:18:42,2013-05-03 12:53:21,1
2169,28,F,Caucasian,25 - 45,Low,Male,1,-1.0,4,0,0,2013-05-19 05:41:59,2013-05-23 12:31:34,4
2170,21,F,African-American,Less than 25,High,Male,1,-1.0,8,0,0,2013-04-29 10:52:26,2013-04-30 07:18:46,0
2171,22,F,African-American,Less than 25,Medium,Male,1,13.0,7,0,0,2013-12-03 12:53:50,2014-01-16 03:17:58,43
2176,42,M,Caucasian,25 - 45,Low,Male,1,-1.0,3,1,1,2013-10-28 08:04:32,2013-10-29 02:05:32,0
2178,26,F,African-American,25 - 45,Low,Male,3,0.0,4,1,1,2014-09-09 04:01:30,2014-09-09 08:47:38,0
2179,54,M,African-American,Greater than 45,Low,Male,9,0.0,1,0,0,2013-12-28 01:57:40,2013-12-29 02:05:51,1
2181,30,F,African-American,25 - 45,High,Male,20,0.0,9,1,1,2013-08-25 04:11:52,2014-07-08 06:34:39,317
2182,26,F,African-American,25 - 45,Medium,Female,1,-1.0,6,1,1,2013-09-12 12:49:19,2013-10-10 09:49:49,27
2183,41,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,2014-01-07 04:31:06,2014-01-08 03:21:00,0
2184,23,M,Caucasian,Less than 25,Medium,Male,5,0.0,5,1,1,2014-09-13 01:32:17,2014-11-06 07:47:31,54
2186,43,F,Caucasian,25 - 45,Low,Male,1,-1.0,2,1,1,2013-02-10 09:37:38,2013-04-16 07:46:56,64
2188,22,M,African-American,Less than 25,Low,Male,0,-1.0,3,1,1,2013-04-19 11:33:48,2013-04-20 01:40:27,0
2193,27,F,Caucasian,25 - 45,Low,Female,6,-1.0,3,1,1,2014-03-25 09:53:07,2014-03-26 10:10:26,1
2194,42,M,African-American,25 - 45,Low,Female,2,-1.0,3,0,0,2013-01-24 11:48:41,2013-02-28 05:30:45,34
2195,25,F,African-American,25 - 45,Medium,Male,8,0.0,6,1,1,2014-01-29 12:27:09,2014-02-27 12:46:07,29
2196,49,M,African-American,Greater than 45,Low,Male,4,0.0,2,0,0,2014-02-03 12:18:15,2014-03-11 08:20:05,35
2198,52,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,2013-10-21 11:28:17,2013-11-15 09:18:28,24
2201,60,F,Caucasian,Greater than 45,Low,Female,2,-1.0,1,0,0,2013-11-24 04:19:55,2013-11-25 09:02:04,1
2205,23,M,African-American,Less than 25,Medium,Female,0,-1.0,6,0,0,2013-03-12 06:19:34,2013-03-13 08:18:42,1
2206,30,M,African-American,25 - 45,Medium,Male,2,-1.0,7,0,0,2013-01-29 08:26:44,2013-01-30 08:54:42,1
2207,48,F,African-American,Greater than 45,Medium,Male,9,0.0,6,1,1,2013-03-27 08:37:50,2013-03-31 03:02:59,3
2208,32,F,African-American,25 - 45,Medium,Male,2,0.0,7,1,1,2013-08-26 03:38:03,2013-08-27 05:13:33,1
2211,24,F,African-American,Less than 25,Medium,Male,5,-1.0,7,1,1,2014-07-14 05:11:29,2014-07-15 08:15:45,1
2215,22,F,African-American,Less than 25,Medium,Male,3,20.0,5,1,1,2014-01-06 01:56:32,2014-08-08 10:08:29,214
2216,44,F,African-American,25 - 45,Low,Male,2,-1.0,2,0,0,2013-02-14 06:58:25,2013-02-16 01:33:11,1
2217,32,F,Caucasian,25 - 45,Low,Male,3,-1.0,4,0,0,2013-05-25 06:05:51,2013-08-19 09:19:45,86
2218,27,M,African-American,25 - 45,Low,Female,1,-1.0,2,0,0,2013-09-20 11:29:45,2013-09-21 08:27:05,0
2220,52,M,African-American,Greater than 45,Low,Male,15,0.0,4,1,1,2014-01-15 05:40:21,2014-01-16 03:54:05,0
2221,61,M,Caucasian,Greater than 45,Low,Male,3,0.0,2,1,1,2014-09-22 07:01:15,2014-09-23 03:26:36,0
2222,69,M,African-American,Greater than 45,Low,Male,3,0.0,1,0,0,2013-08-07 02:40:49,2013-08-07 08:00:30,0
2224,21,F,Caucasian,Less than 25,Medium,Female,1,-1.0,6,0,0,2014-01-29 07:19:41,2014-01-31 03:52:13,1
2226,31,M,Caucasian,25 - 45,Medium,Male,2,-1.0,6,1,1,2013-02-08 11:38:00,2013-02-12 08:15:58,3
2228,19,F,African-American,Less than 25,Low,Male,3,-1.0,4,1,1,2014-10-27 07:39:49,2014-11-26 11:22:02,30
2231,24,M,African-American,Less than 25,High,Male,12,0.0,9,1,1,2013-01-31 03:56:16,2013-03-09 03:03:58,36
2233,24,F,Caucasian,Less than 25,High,Male,3,-1.0,8,1,1,2013-03-23 07:21:38,2013-03-29 10:17:53,6
2235,30,F,Caucasian,25 - 45,Medium,Male,6,-1.0,7,0,0,2013-08-05 09:52:27,2013-08-12 07:37:35,6
2236,43,F,African-American,25 - 45,Low,Male,4,-1.0,1,1,1,2014-12-16 07:58:26,2014-12-18 04:40:49,1
2237,24,F,African-American,Less than 25,Medium,Male,4,-1.0,7,0,0,2013-08-22 04:33:49,2013-08-27 01:19:42,4
2239,30,M,Caucasian,25 - 45,Medium,Female,7,-18.0,7,0,0,2013-10-11 07:33:17,2013-10-29 05:43:13,17
2240,25,F,African-American,25 - 45,High,Male,5,-1.0,9,1,1,2014-11-12 11:32:03,2014-11-14 01:37:32,1
2245,56,F,Caucasian,Greater than 45,High,Female,1,-1.0,8,0,0,2013-01-01 08:39:42,2013-06-20 05:12:00,169
2246,21,F,African-American,Less than 25,High,Male,1,-8.0,8,0,0,2013-02-12 01:28:50,2013-02-20 09:54:56,8
2247,31,F,African-American,25 - 45,High,Male,6,-1.0,10,1,1,2013-01-04 04:19:50,2013-02-04 12:38:13,31
2248,23,F,African-American,Less than 25,High,Female,1,-1.0,9,0,0,2013-04-17 03:45:44,2013-04-18 09:35:33,1
2250,30,F,African-American,25 - 45,High,Male,15,-1.0,10,1,1,2013-03-01 08:46:59,2013-03-03 03:19:38,1
2256,64,F,Caucasian,Greater than 45,Low,Male,0,-1.0,3,0,0,2013-01-11 08:49:41,2013-04-30 06:24:32,108
2258,21,F,Caucasian,Less than 25,Medium,Female,0,-1.0,6,1,1,2014-12-27 09:18:01,2014-12-28 01:35:14,0
2259,36,F,African-American,25 - 45,Low,Male,5,17.0,3,0,0,2013-11-16 02:26:39,2013-11-27 05:46:49,11
2261,50,F,African-American,Greater than 45,Low,Female,1,-1.0,1,0,0,2013-08-29 06:41:54,2013-08-30 08:31:24,1
2262,23,M,African-American,Less than 25,Low,Male,0,0.0,3,1,1,2014-10-22 12:11:33,2014-10-23 03:13:19,0
2268,25,F,Caucasian,25 - 45,Medium,Female,5,-3.0,7,0,0,2013-01-25 01:47:43,2013-01-25 09:37:49,0
2274,54,M,Caucasian,Greater than 45,Low,Male,14,-1.0,4,1,1,2014-04-08 09:56:20,2014-05-06 10:12:47,28
2277,25,M,Caucasian,25 - 45,High,Male,5,-1.0,9,1,1,2013-11-06 11:10:50,2013-11-21 09:35:41,14
2278,63,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,1,1,2013-11-10 02:08:05,2013-11-13 05:58:16,3
2279,35,M,African-American,25 - 45,Medium,Male,2,-1.0,7,0,0,2014-03-21 03:10:20,2014-03-22 08:07:10,1
2283,25,M,African-American,25 - 45,High,Male,8,-1.0,10,1,1,2013-04-08 05:47:18,2013-04-10 01:26:53,1
2284,33,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2013-12-01 10:12:15,2013-12-02 01:55:48,0
2285,29,F,African-American,25 - 45,Low,Male,7,-1.0,3,0,0,2013-03-11 06:21:47,2013-03-13 02:21:18,1
2287,37,M,African-American,25 - 45,High,Male,12,-1.0,9,1,1,2013-05-18 08:27:45,2013-05-19 01:14:43,0
2289,20,M,Caucasian,Less than 25,High,Female,3,-1.0,10,1,1,2014-03-25 06:58:54,2014-03-26 01:23:55,0
2290,32,F,African-American,25 - 45,Low,Male,1,-1.0,2,1,1,2014-08-16 03:33:47,2014-08-17 08:45:33,1
2291,72,M,Caucasian,Greater than 45,Low,Male,1,-23.0,1,0,0,2013-05-25 07:53:47,2013-05-26 08:34:25,1
2292,38,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2013-04-16 03:54:04,2013-04-18 10:30:00,2
2293,40,F,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,2013-03-08 09:44:15,2013-03-09 01:22:15,0
2294,23,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,0,0,2014-03-12 12:50:45,2014-03-13 10:24:23,0
2297,21,F,Caucasian,Less than 25,High,Male,5,-10.0,8,1,1,2014-05-09 09:30:19,2014-05-11 01:49:57,1
2299,27,F,Caucasian,25 - 45,Medium,Male,4,0.0,7,1,1,2013-05-10 03:57:29,2013-05-10 07:50:28,0
2300,55,F,Caucasian,Greater than 45,Medium,Male,13,-1.0,6,1,1,2014-11-03 12:57:30,2014-11-04 08:57:17,0
2303,41,M,Caucasian,25 - 45,Low,Female,0,-1.0,1,0,0,2014-01-09 08:49:51,2014-01-10 01:49:35,0
2306,56,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,2013-05-15 06:33:00,2013-05-17 09:07:02,2
2307,55,M,Caucasian,Greater than 45,Medium,Male,11,-1.0,7,0,0,2013-05-02 03:15:21,2013-06-28 09:30:37,57
2310,28,F,African-American,25 - 45,Low,Male,3,-1.0,2,0,0,2013-08-23 12:58:10,2013-08-24 09:05:06,0
2316,53,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-04-14 09:55:04,2013-04-15 07:44:31,0
2317,27,F,African-American,25 - 45,Medium,Male,6,-1.0,5,1,1,2014-11-14 10:20:22,2014-11-24 10:35:08,10
2318,22,F,Caucasian,Less than 25,Medium,Male,0,-1.0,5,1,1,2013-12-30 09:35:38,2013-12-31 09:30:33,0
2320,22,F,African-American,Less than 25,Low,Female,0,-1.0,4,1,1,2014-01-29 08:32:59,2014-01-30 01:32:46,0
2321,33,M,African-American,25 - 45,Medium,Male,7,-1.0,6,1,1,2013-03-01 05:09:59,2013-03-03 04:26:19,1
2322,34,F,African-American,25 - 45,Medium,Male,15,-6.0,7,0,0,2013-04-20 04:52:17,2013-04-26 10:39:19,6
2326,32,F,African-American,25 - 45,High,Male,12,-1.0,8,1,0,2013-01-14 02:13:57,2013-01-15 06:58:20,1
2327,47,F,African-American,Greater than 45,High,Male,14,-1.0,9,1,1,2013-05-28 10:29:53,2013-05-29 01:39:49,0
2329,25,F,African-American,25 - 45,High,Male,14,-1.0,10,1,1,2013-09-21 05:23:05,2013-12-13 05:27:00,83
2332,56,F,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,2013-04-30 12:38:57,2013-04-30 07:45:44,-1
2335,28,F,African-American,25 - 45,Medium,Male,4,0.0,6,1,1,2013-05-14 03:57:54,2013-06-04 05:09:09,21
2336,20,F,African-American,Less than 25,High,Male,2,-1.0,9,1,1,2014-06-20 09:05:06,2014-06-21 08:48:06,0
2342,29,F,African-American,25 - 45,High,Female,11,-1.0,8,0,0,2013-11-02 11:52:10,2013-11-03 07:25:02,0
2343,72,F,Caucasian,Greater than 45,Low,Male,3,-5.0,1,0,0,2014-03-14 12:25:05,2014-03-19 02:55:55,4
2344,24,M,African-American,Less than 25,Medium,Female,2,-1.0,7,1,1,2013-02-01 08:31:26,2013-02-15 08:31:42,14
2349,45,F,African-American,Greater than 45,High,Male,3,6.0,9,0,0,2013-08-06 05:19:17,2013-09-11 11:36:45,36
2350,30,M,African-American,25 - 45,High,Male,7,0.0,10,1,1,2014-04-05 01:40:40,2014-04-07 03:04:32,2
2352,45,M,African-American,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-01-01 11:17:23,2013-01-02 07:35:39,0
2353,47,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2014-02-11 08:50:50,2014-02-12 08:19:27,0
2354,24,F,African-American,Less than 25,Low,Male,0,-1.0,3,1,1,2013-08-07 07:24:46,2013-08-17 04:49:12,9
2355,20,M,African-American,Less than 25,Low,Male,0,-1.0,3,1,1,2014-09-08 10:28:08,2014-09-11 05:12:33,2
2356,51,F,Caucasian,Greater than 45,Low,Male,6,0.0,1,1,1,2014-05-12 01:49:09,2014-05-12 07:22:31,0
2361,49,M,Caucasian,Greater than 45,Low,Female,2,-1.0,2,1,1,2013-08-10 09:55:10,2013-08-22 09:53:33,11
2363,41,F,Caucasian,25 - 45,Low,Male,5,-1.0,1,0,0,2013-09-11 06:57:23,2013-09-12 08:29:30,1
2365,49,F,Caucasian,Greater than 45,Low,Male,1,-16.0,3,0,0,2014-01-05 12:24:06,2014-01-18 09:56:35,12
2370,28,M,African-American,25 - 45,Low,Female,0,-1.0,3,0,0,2013-10-20 09:56:04,2013-10-21 09:59:59,1
2371,33,M,Caucasian,25 - 45,Low,Male,2,-1.0,2,0,0,2013-03-29 10:41:27,2013-03-31 02:30:16,1
2372,46,F,African-American,Greater than 45,Medium,Male,0,0.0,7,0,0,2013-11-12 12:24:02,2013-11-13 02:28:20,0
2374,21,M,African-American,Less than 25,Low,Male,0,-1.0,4,1,0,2013-03-06 12:46:52,2013-03-08 05:32:23,1
2376,26,F,African-American,25 - 45,High,Male,14,0.0,9,1,1,2013-08-13 12:24:29,2013-08-13 10:16:00,-1
2382,58,F,African-American,Greater than 45,Medium,Male,24,0.0,6,1,1,2013-09-16 03:15:20,2013-09-19 09:14:48,3
2385,20,F,African-American,Less than 25,High,Female,2,-1.0,10,1,1,2014-12-13 06:46:56,2015-01-05 09:45:19,23
2386,28,M,African-American,25 - 45,Low,Male,0,0.0,4,1,1,2013-03-21 02:14:25,2013-03-21 07:15:13,0
2387,21,F,Caucasian,Less than 25,High,Male,0,0.0,8,1,1,2013-05-10 02:20:24,2013-05-14 05:41:25,4
2389,34,M,African-American,25 - 45,Low,Male,3,-4.0,1,0,0,2013-04-25 12:41:50,2013-04-26 07:20:08,0
2390,32,F,African-American,25 - 45,High,Male,15,-1.0,8,1,1,2013-05-26 02:00:57,2013-06-02 04:30:37,7
2392,38,F,African-American,25 - 45,Low,Male,10,0.0,4,1,1,2013-02-24 02:36:13,2013-03-06 10:26:40,10
2393,22,F,African-American,Less than 25,Low,Male,0,-1.0,3,0,0,2014-03-20 06:54:43,2014-03-21 08:13:07,1
2394,42,F,Caucasian,25 - 45,Medium,Male,2,-1.0,5,1,1,2013-12-09 06:46:33,2013-12-09 09:04:01,0
2396,57,M,Caucasian,Greater than 45,Low,Female,0,-1.0,4,0,0,2013-05-17 03:48:40,2013-05-18 08:14:16,1
2398,56,F,Caucasian,Greater than 45,Low,Female,1,-20.0,1,0,0,2013-06-01 06:55:42,2013-06-02 08:24:40,1
2400,30,F,African-American,25 - 45,High,Male,11,-1.0,8,0,0,2013-04-30 09:54:32,2013-05-01 08:55:25,0
2401,29,M,African-American,25 - 45,Low,Male,2,-1.0,1,0,0,2014-03-16 09:38:22,2014-03-17 02:19:07,0
2402,46,F,African-American,Greater than 45,Medium,Male,15,-1.0,7,1,1,2013-05-27 10:42:08,2013-06-03 08:56:07,6
2405,24,F,African-American,Less than 25,Low,Female,0,-1.0,3,0,0,2014-02-25 09:55:41,2014-02-26 09:35:41,0
2406,70,F,African-American,Greater than 45,Low,Female,1,-1.0,1,0,0,2013-01-27 07:29:53,2013-01-29 07:21:13,1
2408,45,M,Caucasian,Greater than 45,Low,Female,1,-11.0,1,0,0,2013-01-06 09:52:49,2013-01-07 01:30:27,0
2411,39,F,African-American,25 - 45,Medium,Female,6,0.0,5,0,0,2013-01-19 02:54:51,2013-01-20 01:40:51,0
2412,25,F,Caucasian,25 - 45,Low,Male,6,-16.0,4,0,0,2013-04-16 09:53:01,2013-04-18 07:30:00,1
2418,46,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-05-11 12:25:37,2013-05-12 07:06:09,0
2420,28,M,Caucasian,25 - 45,Low,Male,0,0.0,2,1,1,2013-01-24 12:35:09,2013-01-27 08:05:49,2
2422,27,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2014-01-28 08:05:58,2014-01-29 09:07:24,1
2425,43,F,Caucasian,25 - 45,Medium,Male,11,16.0,7,1,1,2013-09-06 05:24:24,2013-11-22 04:21:07,76
2427,30,F,African-American,25 - 45,High,Male,9,0.0,10,1,1,2013-05-01 03:22:06,2013-06-20 06:27:48,50
2429,29,F,Caucasian,25 - 45,Low,Male,1,-22.0,3,0,0,2013-07-30 09:15:09,2013-07-31 01:52:59,0
2430,54,F,African-American,Greater than 45,Low,Male,8,0.0,1,1,1,2014-07-20 12:05:31,2014-07-20 09:40:53,-1
2431,20,F,Caucasian,Less than 25,Low,Female,0,0.0,4,0,0,2013-11-23 05:18:46,2013-11-23 09:23:39,0
2432,29,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,2013-12-17 09:14:03,2013-12-18 01:06:10,0
2442,24,F,African-American,Less than 25,High,Male,8,-1.0,9,1,1,2013-05-15 06:50:18,2013-05-16 04:10:04,0
2444,45,M,African-American,Greater than 45,Medium,Male,2,-1.0,6,0,0,2013-02-01 10:14:11,2013-03-02 04:50:50,28
2445,31,F,African-American,25 - 45,Medium,Male,5,-1.0,5,1,1,2013-01-18 09:23:08,2013-01-29 10:28:30,11
2446,23,F,Caucasian,Less than 25,Low,Male,0,-1.0,3,1,1,2014-06-11 09:35:23,2014-06-19 05:16:19,7
2448,21,F,African-American,Less than 25,High,Male,0,-1.0,8,1,1,2014-02-13 05:07:42,2014-02-22 03:58:11,8
2451,61,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2014-02-04 08:06:57,2014-02-05 01:12:10,0
2453,51,M,Caucasian,Greater than 45,Medium,Female,5,-1.0,7,1,1,2013-11-29 12:24:59,2013-12-20 06:40:40,20
2456,43,F,Caucasian,25 - 45,Medium,Male,9,-2.0,6,0,0,2013-02-19 09:10:57,2013-02-20 06:59:39,0
2459,36,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,2014-02-11 12:51:04,2014-02-12 08:49:49,0
2460,58,F,Caucasian,Greater than 45,Low,Male,3,0.0,4,1,1,2013-09-26 03:32:21,2013-10-11 09:41:23,15
2464,57,F,African-American,Greater than 45,High,Male,12,-1.0,9,0,0,2013-05-28 08:29:39,2013-07-18 03:49:07,50
2465,37,F,African-American,25 - 45,Medium,Male,2,0.0,7,0,0,2013-01-14 04:05:27,2013-01-14 08:46:06,0
2467,44,F,African-American,25 - 45,Medium,Male,6,-1.0,6,0,0,2013-10-22 04:50:30,2013-10-24 03:57:27,1
2474,45,F,African-American,Greater than 45,Medium,Male,8,-1.0,7,1,1,2013-05-03 07:04:28,2013-05-04 01:16:42,0
2476,26,F,African-American,25 - 45,High,Male,13,0.0,8,1,1,2013-08-30 12:08:40,2013-08-30 08:05:57,-1
2477,34,F,Caucasian,25 - 45,Medium,Male,9,-1.0,6,1,1,2014-04-25 03:08:53,2014-04-26 07:58:38,1
2478,25,F,African-American,25 - 45,Low,Male,0,-1.0,3,0,0,2013-03-16 04:30:03,2013-03-18 03:05:32,1
2479,31,M,African-American,25 - 45,Medium,Male,8,-1.0,7,1,1,2013-02-17 12:26:34,2013-02-18 09:10:16,0
2480,43,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,0,2013-09-29 03:52:01,2013-09-30 08:01:14,1
2482,30,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,2014-03-10 03:07:16,2014-03-10 09:40:37,0
2484,50,M,Caucasian,Greater than 45,Low,Male,0,-2.0,1,0,0,2013-09-21 08:09:22,2013-09-22 06:17:33,0
2485,31,F,African-American,25 - 45,Low,Female,2,-1.0,2,0,0,2013-10-07 05:44:38,2013-10-08 09:17:55,1
